CPRT;Copart, Inc.;36.91;$4.44B;1994;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/cprt;;;;0.62465994
ACHN;Achillion Pharmaceuticals, Inc.;10.4;$1.42B;2006;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/achn;;;;0.970644967
OMER;Omeros Corporation;13.58;$514.49M;2009;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/omer;;;;0.572206667
SLTD;Solar3D, Inc.;2.85;$50.54M;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/sltd;;;;0.145209901
XOMA;XOMA Corporation;1.41;$167.2M;1986;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/xoma;;;;0.075197417
CHKP;Check Point Software Technologies Ltd.;82.53;$15.17B;1996;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/chkp;;;;0.284265729
QSII;Quality Systems, Inc.;14.84;$903.2M;1982;Technology;EDP Services;http://www.nasdaq.com/symbol/qsii;;;;0.543603494
SAIA;Saia, Inc.;24.13;$606.54M;n/a;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/saia;;;;0.594543805
CPAH;CounterPath Corporation;4.41;$19.98M;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cpah;;;;0.611843858
SEV;Sevcon, Inc.;9.22;$34.06M;n/a;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/sev;;;;0.684256728
LION;Fidelity Southern Corporation;21.78;$491.9M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/lion;;;;0.479515029
KRNY;Kearny Financial;12.32;$1.15B;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/krny;;;;0.242895345
STEM;StemCells, Inc.;0.435;$47.33M;1992;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/stem;;;;0.520585288
CLSN;Celsion Corporation;1.9;$43.75M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/clsn;;;;0.015946695
SMTP;SMTP, Inc.;4.7733;$30.61M;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/smtp;;;;0.933586934
INTC;Intel Corporation;33.21;$156.72B;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/intc;;;;0.227431935
SCHN;Schnitzer Steel Industries, Inc.;16.59;$442.06M;1993;Consumer Durables;Industrial Specialties;http://www.nasdaq.com/symbol/schn;;;;0.784128752
BNCL;Beneficial Bancorp, Inc.;14.15;$1.17B;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/bncl;;;;0.704895708
TLOG;TetraLogic Pharmaceuticals Corporation;1.7;$42.11M;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/tlog;;;;0.510062058
FONE;First Trust NASDAQ CEA Smartphone Index Fund;37.9166;$11.38M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fone;;;;0.033367204
OXFD;Oxford Immunotec Global PLC;12.25;$276.09M;2013;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/oxfd;;;;0.017844074
PLTM;First Trust ISE Global Platinum Index Fund;5.2154;$4.95M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/pltm;;;;0.616860018
CHDN;Churchill Downs, Incorporated;149.58;$2.63B;n/a;Consumer Services;Services-Misc. Amusement & Recreation;http://www.nasdaq.com/symbol/chdn;;;;0.188406844
WMGIZ;Wright Medical Group N.V.;1.0113;n/a;n/a;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/wmgiz;;;;0.610063187
SUPN;Supernus Pharmaceuticals, Inc.;18.86;$913.7M;2012;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/supn;;;;0.702509308
CLCD;CoLucid Pharmaceuticals, Inc.;4.22;$63.95M;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/clcd;;;;0.941070186
FLWS;1-800 FLOWERS.COM, Inc.;8.7;$564.9M;1999;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/flws;;;;0.634010604
FTD;FTD Companies, Inc.;25.32;$725.84M;n/a;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/ftd;;;;0.050885822
FLIR;FLIR Systems, Inc.;26.72;$3.75B;1993;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/flir;;;;0.398332451
NUTR;Nutraceutical International Corporation;23.76;$226.49M;1998;Consumer Durables;Specialty Chemicals;http://www.nasdaq.com/symbol/nutr;;;;0.257720745
RDEN;Elizabeth Arden, Inc.;13.07;$389.64M;n/a;Consumer Non-Durables;Package Goods/Cosmetics;http://www.nasdaq.com/symbol/rden;;;;0.081029393
OXLCO;Oxford Lane Capital Corp.;24;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/oxlco;;;;0.340490468
LJPC;La Jolla Pharmaceutical Company;29.5;$449.95M;1994;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/ljpc;;;;0.132090697
AAAP;Advanced Accelerator Applications S.A.;n/a;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/aaap;;;;0.491773251
TRMK;Trustmark Corporation;25.63;$1.73B;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/trmk;;;;0.411786211
BSRR;Sierra Bancorp;17.25;$231.28M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/bsrr;;;;0.553804953
CNET;ChinaNet Online Holdings, Inc.;1;$29.58M;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/cnet;;;;0.303662838
COMT;iShares Commodities Select Strategy ETF;31.66;$253.28M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/comt;;;;0.285091687
LMNX;Luminex Corporation;21.09;$908.17M;2000;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/lmnx;;;;0.606971077
BLDR;Builders FirstSource, Inc.;14.44;$1.57B;2005;Consumer Services;RETAIL: Building Materials;http://www.nasdaq.com/symbol/bldr;;;;0.413344036
RTK;Rentech, Inc.;3.95;$9.09M;1991;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/rtk;;;;0.476014535
FITB;Fifth Third Bancorp;20.63;$16.39B;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fitb;;;;0.818665129
QKLS;QKL Stores, Inc.;1;$1.52M;n/a;Consumer Services;Food Chains;http://www.nasdaq.com/symbol/qkls;;;;0.960882314
DLBS;US Trsy Long Bond Bear ETN Ipath;22.7699;$18.89M;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/dlbs;;;;0.91790909
MEMP;Memorial Production Partners LP;4.71;$391.04M;2011;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/memp;;;;0.523680803
SSRG;Symmetry Surgical Inc.;9.01;$92.83M;n/a;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/ssrg;;;;0.786298081
THST;Truett-Hurst, Inc.;1;$4.01M;2013;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/thst;;;;0.594213915
QQQ;PowerShares QQQ Trust, Series 1;113.28;$40.56B;n/a;n/a;n/a;http://www.nasdaq.com/symbol/qqq;;;;0.555215364
XNET;Xunlei Limited;7.67;$517.35M;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/xnet;;;;0.897640987
EML;Eastern Company (The);17.64;$110.19M;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/eml;;;;0.107032129
VCYT;Veracyte, Inc.;6.65;$183.97M;2013;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/vcyt;;;;0.03704152
FIVN;Five9, Inc.;5.6;$282.82M;2014;Technology;EDP Services;http://www.nasdaq.com/symbol/fivn;;;;0.891497593
UBNK;United Financial Bancorp, Inc.;13.48;$667.29M;n/a;Finance;Banks;http://www.nasdaq.com/symbol/ubnk;;;;0.731323795
HAS;Hasbro, Inc.;79.81;$9.95B;n/a;Consumer Non-Durables;Recreational Products/Toys;http://www.nasdaq.com/symbol/has;;;;0.071081057
ICON;Iconix Brand Group, Inc.;7.22;$348.44M;n/a;Consumer Non-Durables;Shoe Manufacturing;http://www.nasdaq.com/symbol/icon;;;;0.806696524
PCBK;Pacific Continental Corporation (Ore);15.41;$301.91M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/pcbk;;;;0.691662746
EXPO;Exponent, Inc.;51.54;$1.34B;n/a;Consumer Services;Professional Services;http://www.nasdaq.com/symbol/expo;;;;0.576643787
MOFG;MidWestOne Financial Group, Inc.;31.05;$354.17M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/mofg;;;;0.200479093
PVTBP;PrivateBancorp, Inc.;27.8101;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/pvtbp;;;;0.673618231
CWAY;Coastway Bancorp, Inc.;11.15;$54.17M;2014;Finance;Savings Institutions;http://www.nasdaq.com/symbol/cway;;;;0.35656927
MCUR;MACROCURE LTD.;1.05;$17.54M;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/mcur;;;;0.716509958
SNSS;Sunesis Pharmaceuticals, Inc.;0.8732;$65.9M;2005;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/snss;;;;0.247909599
SYNL;Synalloy Corporation;8.85;$77.23M;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/synl;;;;0.485299685
NAVG;The Navigators Group, Inc.;85.94;$1.24B;1986;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/navg;;;;0.890372744
PDCE;PDC Energy, Inc.;60.75;$2.44B;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/pdce;;;;0.601552467
CMCSK;Comcast Corporation;61.72;$152.83B;n/a;Consumer Services;Television Services;http://www.nasdaq.com/symbol/cmcsk;;;;0.127331039
ARCI;Appliance Recycling Centers of America, Inc.;0.7799;$4.52M;n/a;Consumer Services;Home Furnishings;http://www.nasdaq.com/symbol/arci;;;;0.843530005
GRBK;Green Brick Partners, Inc.;8.32;$406.13M;n/a;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/grbk;;;;0.225322217
PAAC;Pacific Special Acquisition Corp.;9.91;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/paac;;;;0.10064419
CLIR;ClearSign Combustion Corporation;5.3;$67.9M;2012;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/clir;;;;0.623640757
STDY;SteadyMed Ltd.;3.07;$41.69M;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/stdy;;;;0.445445153
CLFD;Clearfield, Inc.;16.05;$220.21M;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/clfd;;;;0.814167904
PNRA;Panera Bread Company;175.81;$4.43B;n/a;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/pnra;;;;0.181572968
KINS;Kingstone Companies, Inc;9.68;$70.99M;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/kins;;;;0.668196885
SRSC;Sears Canada Inc. ;8.2;$835.4M;n/a;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/srsc;;;;0.072813762
UBND;WisdomTree Western Asset Unconstrained Bond Fund;48.7723;$4.88M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ubnd;;;;0.582267994
DRYS;DryShips Inc.;0.1887;$133.63M;2005;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/drys;;;;0.857421122
GBT;GLOBAL BLOOD THERAPEUTICS, INC.;43.95;$1.34B;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/gbt;;;;0.770216447
EQIX;Equinix, Inc.;297.54;$17.04B;2000;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/eqix;;;;0.533602777
FFHL;Fuwei Films (Holdings) Co., Ltd.;0.7;$9.14M;2006;Capital Goods;Specialty Chemicals;http://www.nasdaq.com/symbol/ffhl;;;;0.391769196
SINO;Sino-Global Shipping America, Ltd.;0.8047;$6.74M;n/a;Transportation;Oil Refining/Marketing;http://www.nasdaq.com/symbol/sino;;;;0.304681645
ROVI;Rovi Corporation;9.77;$807.44M;n/a;Miscellaneous;Multi-Sector Companies;http://www.nasdaq.com/symbol/rovi;;;;0.211255798
MCOX;Mecox Lane Limited;3.3;$42.92M;2010;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/mcox;;;;0.415295125
SKBI;Skystar Bio-Pharmaceutical Company;1.3;$11.31M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/skbi;;;;0.073034614
SBLK;Star Bulk Carriers Corp.;1.36;$297.75M;n/a;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/sblk;;;;0.971239079
NERV;Minerva Neurosciences, Inc;5.17;$127.81M;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/nerv;;;;0.401200067
EA;Electronic Arts Inc.;70.83;$22.08B;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ea;;;;0.505703721
ATTU;Attunity Ltd.;13.32;$216.13M;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/attu;;;;0.227461143
ENTG;Entegris, Inc.;13.07;$1.84B;2000;Consumer Non-Durables;Plastic Products;http://www.nasdaq.com/symbol/entg;;;;0.863972539
PCLN;The Priceline Group Inc. ;1323.54;$67.11B;1999;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/pcln;;;;0.152712522
SYPR;Sypris Solutions, Inc.;1.12;$23.28M;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/sypr;;;;0.563274366
NVCR;NovoCure Limited;24.08;$2.01B;2015;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/nvcr;;;;0.523654684
FFKT;Farmers Capital Bank Corporation;27.93;$209.34M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ffkt;;;;0.181078641
SCVL;Shoe Carnival, Inc.;20.38;$417.29M;1993;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/scvl;;;;0.446743579
UBOH;United Bancshares, Inc.;16.51;$54.96M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/uboh;;;;0.183870009
MOCO;MOCON, Inc.;14.5;$83.41M;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/moco;;;;0.811732331
EGOV;NIC Inc.;19.96;$1.31B;1999;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/egov;;;;0.414101004
SLMAP;SLM Corporation;43.98;$145.13M;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/slmap;;;;0.147820661
WIN;Windstream Holdings, Inc.;6.24;$630.47M;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/win;;;;0.087534423
ECAC;E-compass Acquisition Corp.;n/a;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/ecac;;;;0.667799857
ANDE;The Andersons, Inc.;36.71;$1.03B;n/a;Consumer Services;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/ande;;;;0.148788994
ENOC;EnerNOC, Inc.;4.14;$127.68M;2007;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/enoc;;;;0.432906833
IDRA;Idera Pharmaceuticals, Inc.;3.59;$424.06M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/idra;;;;0.957273861
PXS;Pyxis Tankers Inc.;2.7;$49.26M;n/a;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/pxs;;;;0.974530735
GAIA;Gaiam, Inc.;7.05;$172.88M;1999;Consumer Services;Movies/Entertainment;http://www.nasdaq.com/symbol/gaia;;;;0.307043769
FSAM;Fifth Street Asset Management Inc.;6.09;$297.09M;2014;Finance;Investment Managers;http://www.nasdaq.com/symbol/fsam;;;;0.374664188
FCNCA;First Citizens BancShares, Inc.;263.21;$3.16B;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fcnca;;;;0.956845068
CCCR;China Commercial Credit, Inc.;0.46;$5.7M;2013;Finance;Major Banks;http://www.nasdaq.com/symbol/cccr;;;;0.901710742
RCII;Rent-A-Center Inc.;18.29;$970.37M;1995;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/rcii;;;;0.156007912
PFBI;Premier Financial Bancorp, Inc.;15.47;$126.36M;1996;Finance;Major Banks;http://www.nasdaq.com/symbol/pfbi;;;;0.226171102
UNTD;United Online, Inc.;10.5;$155.13M;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/untd;;;;0.803613221
GNTX;Gentex Corporation;16.46;$4.8B;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/gntx;;;;0.998371593
PLUG;Plug Power, Inc.;1.905;$330.56M;1999;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/plug;;;;0.405218972
LMCA;Liberty Media Corporation;40.62;$13.58B;n/a;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/lmca;;;;0.580246503
FCCO;First Community Corporation;13.08;$87.37M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fcco;;;;0.808912679
MYOS;MYOS Corporation;2.56;$8.49M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/myos;;;;0.72418831
SPNS;Sapiens International Corporation N.V.;11.04;$529.16M;1992;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/spns;;;;0.437120995
WMIH;WMIH Corp.;2.33;$480.37M;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/wmih;;;;0.66649901
ERW;Janus Equal Risk Weighted Large Cap ETF;50.91;$28M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/erw;;;;0.889263983
DATE;Jiayuan.com International Ltd.;6.7;$223.02M;2011;Technology;EDP Services;http://www.nasdaq.com/symbol/date;;;;0.112994351
SGNT;Sagent Pharmaceuticals, Inc.;15.79;$517.71M;2011;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/sgnt;;;;0.57594052
LANC;Lancaster Colony Corporation;111.35;$3.05B;n/a;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/lanc;;;;0.269796429
PRPH;ProPhase Labs, Inc.;1.38;$22.54M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/prph;;;;0.502516321
LSTR;Landstar System, Inc.;63.75;$2.75B;1993;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/lstr;;;;0.936281031
CIZ;Victory CEMP Developed Enhanced Volatility Wtd Index ETF;31.8379;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ciz;;;;0.919165035
GBCI;Glacier Bancorp, Inc.;29.49;$2.24B;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/gbci;;;;0.529716374
GIGA;Giga-tronics Incorporated;1.1889;$8M;1983;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/giga;;;;0.273025333
RICK;RCI Hospitality Holdings, Inc.;10.02;$102.78M;1995;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/rick;;;;0.392873904
TSRO;TESARO, Inc.;49.88;$2B;2012;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/tsro;;;;0.554426506
CNLMU;CB Pharma Acquisition Corp.;10.274;n/a;2014;Finance;Business Services;http://www.nasdaq.com/symbol/cnlmu;;;;0.374413703
GOOGL;Alphabet Inc.;758.26;$521.47B;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/googl;;;;0.89402676
NTGR;NETGEAR, Inc.;44.18;$1.39B;2003;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/ntgr;;;;0.098959927
APLP;Archrock Partners, L.P.;17.52;$1.05B;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/aplp;;;;0.232702436
ISTR;Investar Holding Corporation;16.3216;$119.02M;2014;Finance;Major Banks;http://www.nasdaq.com/symbol/istr;;;;0.988094304
IBCP;Independent Bank Corporation;15.2;$338.92M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ibcp;;;;0.742178663
DRAD;Digirad Corporation;6.58;$127.76M;2004;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/drad;;;;0.449346361
SPAR;Spartan Motors, Inc.;3.87;$132.57M;n/a;Capital Goods;Auto Manufacturing;http://www.nasdaq.com/symbol/spar;;;;0.07919431
CFNL;Cardinal Financial Corporation;24.74;$796.86M;1998;Finance;Major Banks;http://www.nasdaq.com/symbol/cfnl;;;;0.019359552
OSIS;OSI Systems, Inc.;84.11;$1.66B;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/osis;;;;0.159296972
TWIN;Twin Disc, Incorporated;11.04;$125.33M;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/twin;;;;0.709005384
CBAK;China BAK Battery, Inc.;2.94;$37.1M;n/a;Miscellaneous;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cbak;;;;0.873121346
BYFC;Broadway Financial Corporation;1.35;$39.25M;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/byfc;;;;0.50380639
CUTR;Cutera, Inc.;14.01;$181.13M;2004;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/cutr;;;;0.772488362
ACBI;Atlantic Capital Bancshares, Inc.;14.25;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/acbi;;;;0.828634375
KLXI;KLX Inc.;39.84;$2.1B;n/a;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/klxi;;;;0.379610052
CRAY;Cray Inc;33.57;$1.36B;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/cray;;;;0.415327054
MASI;Masimo Corporation;43.11;$2.17B;2007;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/masi;;;;0.06560237
RAVE;Rave Restaurant Group, Inc.;7.11;$73.33M;n/a;Consumer Non-Durables;Food Distributors;http://www.nasdaq.com/symbol/rave;;;;0.926751464
LAYN;Layne Christensen Company;6.4;$126.67M;1992;Basic Industries;Engineering & Construction;http://www.nasdaq.com/symbol/layn;;;;0.097767642
METR;Metro Bancorp, Inc;33.35;$467.82M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/metr;;;;0.620693051
GLUU;Glu Mobile Inc.;3.17;$414.17M;2007;Technology;EDP Services;http://www.nasdaq.com/symbol/gluu;;;;0.869438704
SMMF;Summit Financial Group, Inc.;11.53;$125.08M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/smmf;;;;0.960650587
IQNT;Inteliquent, Inc.;19.56;$660.24M;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/iqnt;;;;0.667197448
BDGE;Bridge Bancorp, Inc.;31.35;$544.77M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/bdge;;;;0.147953903
TTS;Tile Shop Hldgs, Inc.;15.07;$774.24M;n/a;Consumer Services;Home Furnishings;http://www.nasdaq.com/symbol/tts;;;;0.566575367
FNSR;Finisar Corporation;11.98;$1.28B;1999;Technology;Semiconductors;http://www.nasdaq.com/symbol/fnsr;;;;0.976776105
CTIB;CTI Industries Corporation;4.2799;$14.13M;1997;Basic Industries;Specialty Chemicals;http://www.nasdaq.com/symbol/ctib;;;;0.980866834
ARCB;ArcBest Corporation;26.27;$681.54M;n/a;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/arcb;;;;0.43596081
ACLS;Axcelis Technologies, Inc.;2.46;$284.65M;2000;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/acls;;;;0.849896284
NATL;National Interstate Corporation;27.49;$547.1M;2005;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/natl;;;;0.193350805
EVOK;Evoke Pharma, Inc.;3.58;$22.69M;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/evok;;;;0.121922115
IDLB;PowerShares FTSE International Low Beta Equal Weight Portfolio;25.07;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/idlb;;;;0.925419772
SQI;SciQuest, Inc.;12.02;$334.31M;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/sqi;;;;0.553463853
CHKE;Cherokee Inc.;17.45;$152.05M;n/a;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/chke;;;;0.180398967
XIV;Daily Inverse VIX ST ETN Velocityshares;31.32;$485.89M;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/xiv;;;;0.223911354
HAFC;Hanmi Financial Corporation;27.24;$871.06M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/hafc;;;;0.973031773
VLTC;Voltari Corporation;5.97;$54.14M;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/vltc;;;;0.486613098
OPGNW;OpGen, Inc.;0.28;n/a;2015;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/opgnw;;;;0.872930034
RFIL;RF Industries, Ltd.;4.48;$38.4M;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/rfil;;;;0.120061991
ICLR;ICON plc;69.2;$3.96B;1998;Health Care;Biotechnology: Commercial Physical & Biological Resarch;http://www.nasdaq.com/symbol/iclr;;;;0.823942701
KRNT;Kornit Digital Ltd.;12;$357.2M;2015;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/krnt;;;;0.746209756
PATI;Patriot Transportation Holding, Inc.;22.69;$74.17M;n/a;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/pati;;;;0.101134469
ANY;Sphere 3D Corp.;2.47;$92.11M;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/any;;;;0.090159081
RXII;RXI Pharmaceuticals Corporation;0.4398;$28.56M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/rxii;;;;0.620228504
LALT;PowerShares Multi-Strategy Alternative Portfolio;22.5;$15.75M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/lalt;;;;0.665414709
CNTF;China TechFaith Wireless Communication Technology Limited;0.75;$39.7M;2005;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/cntf;;;;0.88733645
CHFN;Charter Financial Corp.;13.58;$221.86M;2010;Finance;Savings Institutions;http://www.nasdaq.com/symbol/chfn;;;;0.513403566
SEAC;SeaChange International, Inc.;6.49;$218.04M;1996;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/seac;;;;0.111564662
DRAM;Dataram Corporation;1.32;$4.39M;n/a;Technology;Electronic Components;http://www.nasdaq.com/symbol/dram;;;;0.261649407
CONE;CyrusOne Inc;34.65;$2.3B;2013;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/cone;;;;0.371770328
HWCC;Houston Wire & Cable Company;5.98;$102.63M;2006;Consumer Non-Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/hwcc;;;;0.926261947
FMI;Foundation Medicine, Inc.;16.25;$559.83M;2013;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/fmi;;;;0.997519991
SPWH;Sportsman&#39;;;;;;;;;;0.183615325
FFWM;First Foundation Inc.;22.91;$365.51M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ffwm;;;;0.803428606
FMBI;First Midwest Bancorp, Inc.;19.16;$1.49B;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fmbi;;;;0.03548206
