minute;0
gained;0
major;0
return;0
bond;0
power;0
app;0
half;0
play:;0
save;0
what's;0
something;0
volatility;0
rally;0
review;0
out.;0
line;0
medium;0
dow;0
pretty;0
happy;1
soon;0
on:;0
swing;0
rated;0
product;1
health;0
site;0
dollar;0
increased;1
view;0
following;0
e;0
co;0
saw;0
monday;0
reiterated;0
bearish;1
covered;0
starting;0
waiting;0
took;0
try;0
closed;0
wait;0
large;1
feel;0
here's;0
pm;0
dip;0
tell;0
using;0
friday;0
man;0
anyone;0
eye;0
beneficial;0
article;0
room;0
vía;0
phase;0
state;0
please;0
reason;0
done;0
co.;0
week.;0
finance;0
isn't;0
webcast;0
ready;0
available;0
active;0
trust;0
user;0
medical;0
present;0
online;0
probably;0
yet;0
closing;0
food;0
tweet;0
message;0
i'll;0
asset;0
cost;0
head;0
negative;-1
partner;0
platinum;0
opportunity;0
believe;0
nothing;0
yes;0
cancer;0
possible;0
three;0
massive;0
guidance;0
dd;0
given;0
social;0
here.;0
longerterm;0
wly-dly-hly;0
gainer;1
entry;0
weak;-1
equity;0
working;0
pharma;0
pick:;0
bit;0
science;0
upgrade;1
ask;0
sftw;0
likely;0
que;0
success;1
day.;0
case;0
listen;0
everyone;0
therapeutic;0
patient;0
pop;0
track;0
catalyst;0
ltd;0
stake;-1
today,;0
special;0
cover;0
continue;0
order;0
solid;1
i've;0
link;0
red;0
finally;0
expect;0
someone;0
fda;0
healthcare;0
second;0
strategy;1
resource;0
mobile;0
undervalued;1
y;0
car;0
portfolio;0
investing;0
launch;1
facebook;0
hey;0
old;-1
detail;0
da;0
pullback;-1
test;0
away;0
store;0
range;0
within;0
premarket;0
volume:;0
turn;0
retail;0
loser;0
care;0
pro;0
let's;0
intraweek;0
reporting;0
stocks:;0
breaking;0
single;0
easy;0
cont.;0
guess;0
downgraded;-1
up;1
debt;-1
push;0
oh;0
winner;1
upgraded;1
wrong;0
enough;0
agree;0
shareholder;0
natural;0
least;0
here!;0
margin;0
problem;0
question;0
announced;0
neutral;0
gas;0
account;0
valeant;0
late;0
se;0
water;0
showing;0
fundamental;0
consumer;0
without;0
city;0
vs.;0
cell;0
bet;0
quick;0
tax;0
academic;0
corporate;0
transaction;0
comment;0
dont;0
chinese;0
actually;0
solar;0
lead;0
amazing;1
momentum;0
smart;0
free.;0
alert:;0
yield;0
awesome;1
focus;0
hot;1
estate;0
used;0
profitable;1
started;0
public;0
hod;0
me.;0
ma;0
tv;0
shorted;0
personal;0
email;0
we're;0
morgan;0
internet;0
gave;0
found;0
talking;0
weekend;0
out:;0
place;0
matter;0
area;0
called;0
yesterday.;0
vetr;0
pt.;0
become;0
black;0
commodity;0
material;0
double;0
john;0
giving;0
national;0
ago;0
ltd.;0
lost;0
imo;0
indicator;0
firm;1
un;0
highly;1
note;0
relative;0
continues;0
chance;0
book;0
hear;0
america;0
among;0
fast;0
step;0
side;0
event;0
leader;0
sound;0
presentation;0
september;0
hedge;0
night;0
largest;0
ad;0
program;0
startup;0
forward;1
morning.;0
d;0
left;0
trade..;0
saying;0
tuesday;0
halt;0
wish;0
everything;0
millionaires:;0
buy,;0
um;0
network;0
tim;0
merger;0
incredible;1
missed;0
buyer;0
chat;0
growing;1
traded;-1
boost;1
spdr;0
whole;0
anything;0
ishares;0
income;0
alibaba;0
bill;0
b;0
rest;0
min;0
he's;0
list:;0
model;0
watchlist;0
it,;0
chase;0
thinking;0
offering;0
brand;0
congrats;0
remember;0
it!;0
jump;0
marijuana;0
digital;0
falling;-1
blog;0
experience;0
wow;0
diligence;0
deutsche;0
limited;0
shit;0
pull;-1
hate;-1
notable;1
invest;1
outperform;1
growth;1
strength;1
raised;1
